sekolah_id_enkrip,Nama_Sekolah,Provinsi,Kota_Kabupaten,Kecamatan,NPSN,Status,Bentuk_Pendidikan,Status_Kepemilikan,SK_Pendirian_Sekolah,Tanggal_SK_Pendirian,SK_Izin_Operasional,Tanggal_SK_Izin_Operasional,Kebutuhan_Khusus_Dilayani,Nama_Bank,Cabang_KCP_Unit,Rekening_Atas_Nama,Status_BOS,Waktu_Penyelenggaraan,Sertifikasi_ISO,Sumber_Listrik,Daya_Listrik,Kecepatan_Internet,Kepsek,Operator,Akreditasi,Kurikulum,Waktu,Alamat,RT_RW,Dusun,Desa_Kelurahan,Kode_Pos,Lintang,Bujur,Guru_L,Guru_P,Guru_Total,Tendik_L,Tendik_P,Tendik_Total,PTK_L,PTK_P,PTK_Total,Peserta_Didik_L,Peserta_Didik_P,Peserta_Didik_Total,Ruang_Kelas,Ruang_Perpus,Ruang_Lab,Ruang_Pratik,Rombel
AE7AE5C8C408963B3DAB,UPT SPF SD INPRES LAIKANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307584,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421.2/5764/DP/IX/2016,2016-09-16,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG DAYA...,SDINPRESLAIKANG...,-,-,-,-,,,Sumarni,Hadijah Mahmud,B,Kurikulum Merdeka,-,Jalan Goa Ria No 31 Makassar,3 / 5,Laikang,Sudiang Raya,90242,-5,119,4,27,31,3,4,7,7,31,38,349,324,673,14,1,0,0,24
80D2BA7085F20C0D343B,UPT SPF SD INPRES MANDAI,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307620,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,Bank sulselbar,BPD Makassar,SD INPRES MANDAI,-,-,-,-,,,Sriwahyuni,"HAJRAH, S. ST",B,Kurikulum Merdeka,-,Jl. Perintis Kemerdekaan KM. 19,0 / 0,Sudiang,Sudiang,90242,-5,119,3,15,18,2,2,4,5,17,22,166,147,313,6,1,1,0,13
856E303D64DF53149EEE,UPT SPF SD INPRES PAI 1,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307604,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG...,SDINPRESPAII...,-,-,-,-,,,M. Yunus,RAMA ADI SAPUTRA,B,Kurikulum Merdeka,-,Jl. Goa Ria No 16,3 / 3,,P A I,90243,-5,119,5,17,22,4,0,4,9,17,26,242,210,452,9,1,0,0,16
040CD1A406BA8435F4E7,UPT SPF SD INPRES PAGANDONGAN 2,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307603,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDINPRESPAGANDONGANII...,-,-,-,-,,,"Suriama Abe Dg Ratu,S.PD.,M.PD",Hijrah Marikar,B,Kurikulum Merdeka,-,Jln. Prof. Dr. Ir. Sutami,0 / 0,Salodong,Bulurokeng,90243,-5,119,2,10,12,0,2,2,2,12,14,132,99,231,6,1,0,0,10
E0F5BD757A65F199655F,UPT SPF SD INPRES PACCERAKKANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307615,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG UTAMA MAKASSAR...,SDINPRESPACCERAKKANG...,-,-,-,-,,,Muhammad Yunus Sunusi,Andi Mardiana,A,Kurikulum Merdeka,-,Jl.paccerakkang No 7,0 / 0,PACCERAKKANG,Paccerakang,90241,-5,119,9,23,32,2,0,2,11,23,34,352,328,680,16,1,0,0,24
977E864B25A458EDC1ED,UPT SPF SD INPRES PAGANDONGAN 1,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307614,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG UTAMA MAKASSAR...,SDINPRESPAGANDONGANI...,-,-,-,-,,,Ibrahim,ANDIKA,C,Kurikulum Merdeka,-,Jln. Prof. Dr. Ir. Sutami,5 / 1,SALODONG,Bulurokeng,90243,-5,119,4,13,17,1,2,3,5,15,20,177,176,353,6,1,0,0,12
73AD26CC79EC7A510E91,UPT SPF SD INPRES PAI 2,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307605,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG MAKASSAR...,SDINPRESPAIII...,-,-,-,-,,,Sri Sakti Wildaningsih,SITTI MUTIARA NASIR,B,Kurikulum Merdeka,-,Jl. Goa Ria No. 16 Sudiang Makassar,3 / 3,,P A I,90242,-5,119,4,14,18,1,4,5,5,18,23,126,156,282,6,1,0,0,12
08D03C7B0C25A164C239,UPT SPF SD INPRES PAJJAIANG 2,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307607,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG...,SDINPRESPAJJAIANGII...,-,-,-,-,,,Kurniati,YUNITA REZKIANI RAZAK,B,Kurikulum Merdeka,-,Jl. Luwu Raya No.2 Perumnas Sudiang,1 / 11,,laikang,90242,-5,119,5,25,30,1,4,5,6,29,35,322,328,650,12,1,1,0,24
0E70423CC0BCA42EDC2E,UPT SPF SD INPRES SUDIANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307539,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDINPRESSUDIANG...,-,-,-,-,,,Hadina,MARWAH SUDDIN,B,Kurikulum Merdeka,-,Jalan Pajjaiang No 2,2 / 3,Sudiang Raya,Sudiang Raya,90242,-5,119,2,14,16,0,3,3,2,17,19,114,118,232,6,1,1,0,11
BA10627CA0B38D0EEBC1,UPT SPF SD INPRES TANGKALA II,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40313269,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,H - Hiperaktif,Bank Sul-sel,Makassar Daya,SD Inpres Tangkala II,-,-,-,-,,,Arisma Dyah Nurmalisa,PRIMAYANTI EKA SAPUTRI,A,Kurikulum Merdeka,-,Sudiang Raya,5 / 7,Sudiang Raya,Sudiang Raya,90242,-5,119,6,19,25,1,1,2,7,20,27,258,270,528,11,1,0,0,18
D164CCDA84D0F011ADEF,UPT SPF SD INPRES PAJJAIANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307606,Negeri,SD,Pemerintah Pusat,421/3023/DP/VIII/2020,1975-12-30,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG MAKASSAER...,SDINPRESPAJJAIANG...,-,-,-,-,,,Sriyulianti,IRFAN,B,Kurikulum Merdeka,-,Jl.Pajjaiang No.2,1 / 2,,Sudiang Raya,90242,-5,119,1,16,17,3,2,5,4,18,22,147,111,258,6,1,1,0,11
EE602950BBF8C25267E3,UPT SPF SD NEGERI BADDOKA,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307253,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNBADDOKA...,-,-,-,-,,,Kamelia Yusup,SABTRIASNI,B,Kurikulum Merdeka,-,Jl. Dg. Ramang Lr. 5 No. 3,4 / 8,,P A I,90243,-5,119,6,20,26,2,2,4,8,22,30,248,245,493,9,1,0,0,18
98FA4FF31051274E9B26,UPT SPF SD NEGERI BATUTAMBUNG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307251,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNBATUTAMBUNG...,-,-,-,-,,,Nurul Hikmah Nr,SURIADI,B,Kurikulum Merdeka,-,Jl. Perintis Kemerdekaan Km. 17 Makassar,3 / 5,,P A I,90243,-5,119,5,9,14,3,1,4,8,10,18,110,99,209,8,1,1,0,11
253F6146F2132C77CDD2,UPT SPF SD INPRES TANGKALA 1,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307518,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD,cabang,SD INP TANGKALA 1,-,-,-,-,,,Agus,NURUL FAHRI ARAS S.Kom,B,Kurikulum Merdeka,-,Jl. Perintis Kemerdekaan Km 17,0 / 0,BATUA SUDIANG RAYA,Sudiang Raya,90241,-5,119,4,11,15,3,1,4,7,12,19,122,110,232,10,1,0,0,12
020ADA39CFF1BF8669FE,UPT SPF SD NEGERI BULUROKENG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307245,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG BPD PUSAT...,SDNBULUROKENG...,-,-,-,-,,,Muhammad Yusuf,,B,Kurikulum Merdeka,-,Jl. Bontomanai 3,4 / 4,BULUROKENG,Bulurokeng,90243,-5,119,8,23,31,1,2,3,9,25,34,344,345,689,13,1,0,0,23
1AE58341061977EEB98B,UPT SPF SD NEGERI BULUROKENG 1,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307246,Negeri,SD,Pemerintah Pusat,411/Kep/421.2/1979,1979-11-30,57/Kep/421.2/1980,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNBULUROKENGI...,-,-,-,-,,,Sari Bulan,"Harianti, A.Md",A,Kurikulum Merdeka,-,Jl. Batara Bira,1 / 5,Bonelengga,Bulurokeng,90243,-5,119,5,20,25,2,3,5,7,23,30,228,189,417,17,1,0,0,18
D0DEB6853A129B766FD9,UPT SPF SD NEGERI DAYA 1,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307248,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG UTAMA MAKASSAR...,SDNDAYA1...,-,-,-,-,,,Adriani Abdullah,Faisal,B,Kurikulum Merdeka,-,Jl. Perintis Kemerdekaan Km 14 No 12A,1 / 4,Daya,Daya,90241,-5,119,2,16,18,2,1,3,4,17,21,173,172,345,7,1,1,0,14
8F1A7B15667AAC384895,UPT SPF SD NEGERI MALEWANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307274,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG DAYA...,SDNMALEWANG...,-,-,-,-,,,Busnaeni,"Muammar, S.Kom., M.Kom",B,Kurikulum Merdeka,-,Jl. Bandara Baru,5 / 3,,Sudiang,90242,-5,119,3,6,9,2,1,3,5,7,12,90,67,157,9,1,1,0,7
82359D1C737991BF55C7,UPT SPF SD NEGERI DAYA II,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307263,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG RATULANGI...,SDNDAYAII...,-,-,-,-,,,Syamsiah K,andi Husain Pahali,B,Kurikulum Merdeka,-,Jl. Kapasa Raya No. 2,1 / 1,Daya,Daya,90241,-5,119,9,16,25,1,3,4,10,19,29,257,252,509,10,1,0,0,20
DFABFE38A0D9486D6A5A,UPT SPF SD NEGERI Nusa Harapan Permai,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40318572,Negeri,SD,Pemerintah Daerah,425/666/Kep/VII/2008,2008-07-15,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG MAKASSAR/RATULANGI...,SDNUSAHARAPANPERMAI...,-,-,-,-,,,Sudirman,Arniawati Arsyad,C,Kurikulum Merdeka,-,Komp.BTN Nusa Harapan Permai Blok B14,2 / 19,Katimbang,Kel Katimbang,90241,-5,119,4,12,16,1,1,2,5,13,18,118,115,233,5,1,0,0,12
637F92119B27A06E5E17,UPT SPF SD NEGERI MANDAI,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307275,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,Bank Sulsel,BPD Cabang Ratulangi,SD Negeri Mandai,-,-,-,-,,,Jeni Hamzah,"NAGMARAYANI RAHMAT, SE",B,Kurikulum Merdeka,-,Jl.perintis Kemerdekaan,0 / 0,,Sudiang,90242,-5,119,4,13,17,1,3,4,5,16,21,178,162,340,7,1,1,0,12
B17C84EDC164B37A15B6,UPT SPF SD NEGERI PACCERAKKANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307204,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG MAKASSAR...,SDNPACCERAKKANG...,-,-,-,-,,,Hj. Hudaya,"Ismiyati Ismail, SE",B,Kurikulum Merdeka,-,Jln. Paccerakkang No. 229,2 / 15,Katimbang,Kel Katimbang,90241,-5,119,3,16,19,2,4,6,5,20,25,192,180,372,6,1,0,0,12
009BDC2B92373216DCEA,UPT SPF SD NEGERI SIPALA II MAKASSAR,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307207,Negeri,SD,Pemerintah Daerah,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNSIPALAII...,-,-,-,-,,,Mirna,Sriyulianti Sira,B,Kurikulum Merdeka,-,Pacerakkang,2 / 15,,Paccerakang,90241,-5,119,2,11,13,2,2,4,4,13,17,116,101,217,13,1,1,0,9
76D2A74181EC55D11C06,UPT SPF SD NEGERI PAJJAIANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307192,Negeri,SD,Lainnya,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNEGPAJJAIANG...,-,-,-,-,,,Intang,KAHAR,B,Kurikulum Merdeka,-,Jl. Pajjaiang No. 2,2 / 3,,Sudiang Raya,90242,-5,119,2,12,14,3,2,5,5,14,19,137,130,267,6,1,0,0,11
5DAEE6FB2CC3265459BF,UPT SPF SD NEGERI SIPALA I MAKASSAR,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40313587,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG UTAMA MAKASSAR...,SDNSIPALAI...,-,-,-,-,,,Hj.idawati,,B,Kurikulum Merdeka,-,Jl.paccerakkang,3 / 15,Kelurahan Katimbang,Kel Katimbang,90241,-5,119,4,14,18,3,4,7,7,18,25,171,155,326,10,1,1,0,12
B588FA864D2704A97D61,UPT SPF SD NEGERI PAI,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307193,Negeri,SD,Pemerintah Pusat,421.2/5764/DP/IX/2016,2016-09-16,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG  UTAMA MAKASSAR...,SDNPAI...,-,-,-,-,,,Kasman Mappa,,B,Kurikulum Merdeka,-,Jl. Perintis Kemerdekaan Km 18,0 / 0,Pai,P A I,90242,-5,119,8,21,29,0,4,4,8,25,33,387,362,749,19,1,0,0,21
79E71160172E84D05B92,UPT SPF SD NEGERI SUDIANG,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307208,Negeri,SD,Pemerintah Daerah,421/3023/DP/VIII/2020,2020-08-26,421/3023/DP/VIII/2020,2020-08-26,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG UTAMA MAKASSAR...,SDNSUDIANG...,-,-,-,-,,,Sumyati,,B,Kurikulum Merdeka,-,Jl. ARUNG TEKO,6 / 4,MANYIKKO AYA,Sudiang,90242,-5,119,0,16,16,0,2,2,0,18,18,164,131,295,10,1,0,0,12
0AE582561611D1660AAC,SD BUQATUN MUBARAKAH,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40307455,Swasta,SD,Yayasan,092/Kep/I0 6/H/91,1991-05-22,421.2/7167/DPK/XII/2011,2011-12-20,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG...,SDBUQATUNMUBARAKAH...,-,-,-,-,,,Suaeba,M.AWAL SEPTIAN NUR.B,B,Kurikulum Merdeka,-,Jln. Kha. Djabbbar Ashiri No. 1SD,3 / 2,Pai,P A I,90243,-5,119,7,11,18,2,1,3,9,12,21,166,144,310,12,1,1,0,12
B0B492B67CBB39975787,SD BERBANTUAN MUHAMMADIYAH II BERUA MAKASSAR,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,40313748,Swasta,SD,Yayasan,991/II-047/sw.S-78/1978,1978-05-29,425/1068/DPKIV/2002,2002-04-29,Tidak ada,BPD SULAWESI SELA...,BPD SULAWESI SELATAN CABANG RATULANGI...,SDBERBANTUANMUHAMMADIYAHIIBERUA...,-,-,-,-,,,NUR HIDAYAT,"Rismayanti, S.Pd",B,Kurikulum Merdeka,-,Jalan Paccerakang No 130,3 / 6,,Paccerakang,90241,-5,119,0,11,11,2,0,2,2,11,13,132,96,228,10,1,0,0,12
5D264EB5D1A340BDAE6C,SD ISLAM AL AZHAR 68 SUMMARECON MUTIARA MAKASSAR,Prov. Sulawesi Selatan,Kota Makassar,Kec. Biringkanaya,70034965,Swasta,SD,Yayasan,42,2012-04-16,503/069/DIKDAS/DPM-PTSP/IX/2022,2022-09-22,Tidak ada,,,,-,-,-,-,,,Yuliani Handayani,DWI SUPRAYOGI,Tidak diisi,Kurikulum Merdeka,-,Jl. Rainbow Square Timur Blok G no 02 Summarecon Mutiara Makassar,/,,Bulurokeng,90243,-5,119,6,15,21,1,1,2,7,16,23,103,93,196,9,1,2,0,9
