sekolah_id_enkrip,Nama_Sekolah,Provinsi,Kota_Kabupaten,Kecamatan,NPSN,Status,Bentuk_Pendidikan,Status_Kepemilikan,SK_Pendirian_Sekolah,Tanggal_SK_Pendirian,SK_Izin_Operasional,Tanggal_SK_Izin_Operasional,Kebutuhan_Khusus_Dilayani,Nama_Bank,Cabang_KCP_Unit,Rekening_Atas_Nama,Status_BOS,Waktu_Penyelenggaraan,Sertifikasi_ISO,Sumber_Listrik,Daya_Listrik,Kecepatan_Internet,Kepsek,Operator,Akreditasi,Kurikulum,Waktu,Alamat,RT_RW,Dusun,Desa_Kelurahan,Kode_Pos,Lintang,Bujur,Guru_L,Guru_P,Guru_Total,Tendik_L,Tendik_P,Tendik_Total,PTK_L,PTK_P,PTK_Total,Peserta_Didik_L,Peserta_Didik_P,Peserta_Didik_Total,Ruang_Kelas,Ruang_Perpus,Ruang_Lab,Ruang_Pratik,Rombel
4AFE0AE2E06DAE937FE0,SD NEGERI 013 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30402875,Negeri,SD,Pemerintah Daerah,-,1910-01-01,420/3444/Disdikbud,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN013BALIKPAPANUTARA...,-,-,-,-,,,Vonny Pawaka,Rina Atis Siskawati,A,Kurikulum Merdeka,-,Jl. Soekarno Hatta Km.1.5 Rt.26 No.68,26 / 68,,Muara Rapak,76125,-1,116,1,14,15,0,2,2,1,16,17,151,153,304,6,0,0,0,12
FD15A4E416C89F694036,SD NEGERI 014 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401427,Negeri,SD,Pemerintah Daerah,,1980-12-30,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG MUARA RA...,SDN014BALIKPAPANUTARA...,-,-,-,-,,,"Sri Markumum, A. Md",Safitri,A,Kurikulum Merdeka,-,Jl. Soekarno Hatta RT. 66,0 / 0,,GRAHA INDAH,76126,-1,116,3,9,12,1,2,3,4,11,15,180,150,330,10,1,0,0,10
EC285AF970536E8E3B3B,SD NEGERI 011 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401624,Negeri,SD,Pemerintah Daerah,-,1976-01-05,420/3693/Disdikbud,1977-01-03,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN011BALIKPAPANUTARA...,-,-,-,-,,,Desty Triastuti,Kamariah,A,Kurikulum Merdeka,-,JL. SATU RT. 11 NO. 64,11 / 0,,Gunung Samarinda,76125,-1,116,2,14,16,0,3,3,2,17,19,176,167,343,7,1,0,0,12
2A320DCF03ECFAB5B786,SD NEGERI 010 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30402869,Negeri,SD,Pemerintah Daerah,-,1976-01-01,420/3858/Disdikbud,1910-01-01,Tidak ada,Bank Kaltim,Muara Rapak,Sdn 010 Balikpapan Utara,-,-,-,-,,,Siti Kholifah,Rizha Dwi Novitasari,A,Kurikulum Merdeka,-,Jl.Soekarno Hatta KM 2 RT. 02,2 / 0,Muara Rapak,Muara Rapak,76125,-1,116,3,13,16,1,2,3,4,15,19,170,153,323,6,1,0,0,12
8C287873CADAB0B0201E,SD NEGERI 017 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401428,Negeri,SD,Pemerintah Daerah,188.45-317/2022,2022-06-08,420/4432/PSD-VIII/2017,2017-08-14,Tidak ada,BPD,BALIKPAPAN,SDN 017 BALIKPAPAN UTARA,-,-,-,-,,,Heni Heryani,Wahyu Ridho S,A,Kurikulum Merdeka,-,Jalan Tepo KM.10 RT.08,8 / 0,,Karang Joang,76127,-1,116,4,13,17,3,3,6,7,16,23,203,156,359,6,1,0,0,12
DD0F7CBA184CC89ED3D6,SD NEGERI 018 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401442,Negeri,SD,Pemerintah Daerah,,1981-07-01,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN018BALIKPAPANUTARA...,-,-,-,-,,,Marsudi,Kartika,B,Kurikulum Merdeka,-,Jln. Soekarno Hatta Km 24,45 / 0,,Karang Joang,76127,-1,116,2,12,14,1,2,3,3,14,17,167,148,315,6,0,0,0,12
964F411DBD80263F07B7,SD NEGERI 015 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401423,Negeri,SD,Pemerintah Daerah,188.45-2246/2008,1979-07-15,188.45-315/2022,2022-06-08,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG RAPAK...,SDN015BALIKPAPANUTARA...,-,-,-,-,,,Renni Wijayanti,Nurul Kusumawati,A,Kurikulum Merdeka,-,JL.PDAM KM.12 RT.20,20 / 0,KARANG JOANG,Karang Joang,76127,-1,116,4,12,16,1,1,2,5,13,18,189,158,347,6,1,0,0,12
427A3130B540A7799464,SD NEGERI 016 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401419,Negeri,SD,Pemerintah Pusat,420/3478/Disdikbud,1979-12-30,420/3478/Disdikbud,2022-06-07,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BANKALTI...,SDN016BALIKPAPANUTARA...,-,-,-,-,,,Tri Indaryati,Intan Listiani,A,Kurikulum Merdeka,-,Jl. Soekarno Hatta Km. 17 Rt.37,37 / 0,Karang Joang,Karang Joang,76127,-1,116,3,12,15,2,5,7,5,17,22,180,161,341,12,1,1,0,12
649D248FB8706874DFD4,SD NEGERI 021 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401431,Negeri,SD,Pemerintah Daerah,,1999-07-07,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN021BALIKPAPANUTARA...,-,-,-,-,,,Rusmiyati,SRI WIDYA NINGSIH,A,Kurikulum Merdeka,-,Jl. Dua Gg. Bubutan RT 15,15 / 0,Gunung Samarinda,Gunung Samarinda,76125,-1,116,4,11,15,1,1,2,5,12,17,176,167,343,6,1,0,0,12
883A60771C16F9D3A84A,SD NEGERI 022 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401410,Negeri,SD,Pemerintah Daerah,-,1983-01-01,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN022BALIKPAPANUTARA...,-,-,-,-,,,Setiawati,Myeka Mervien,B,Kurikulum Merdeka,-,Jl. GN. Stelling RT. 33,37 / 0,Gunung Samarinda,GN. Samarinda,76125,-1,116,4,9,13,2,1,3,6,10,16,208,199,407,7,1,0,0,13
A1D06B9B4D93260F8DB0,SD NEGERI 020 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401435,Negeri,SD,Pemerintah Daerah,01/06/1983,1983-06-01,-,2021-05-24,Tidak ada,BPD KALTIM,cabang,SD NEGERI 020,-,-,-,-,,,Muawanah,KINKIN RESTI BUDHIARTI,A,Kurikulum Merdeka,-,Jl.Lanan Raya Rt.10 Perumnas,10 / 0,,Batu Ampar,76136,-1,116,4,29,33,3,3,6,7,32,39,410,370,780,12,1,1,0,25
0501AC48DD4B8FD0A4B4,SD NEGERI 023 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401386,Negeri,SD,Pemerintah Daerah,420/1960/Disdikbud,1983-01-01,420/1960/Disdikbud,1983-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN023BALIKPAPANUTARA...,-,-,-,-,,,"Hj.ENDANG SRI S.JAYA, S.Pd. MM",Dewi Andriayani,A,Kurikulum Merdeka,-,Jl.Soekarno Hatta Strat VI No. 27 Rt.49,49 / 0,Gunung Samarinda,Gunung Samarinda,76125,-1,116,2,6,8,0,4,4,2,10,12,94,92,186,6,1,1,0,6
AD611A67AE2DC8EC2194,SD NEGERI 019 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401439,Negeri,SD,Pemerintah Daerah,,1981-07-01,-,1910-01-01,Tidak ada,bank kaltim,Balikpapan,SDN 019 BALIKPAPAN UTARA,-,-,-,-,,,Marsuciningsih,Dwi Astuti,A,Kurikulum Merdeka,-,Jln II Rt.023,23 / 0,Gunung Samarinda,Gunung Samarinda,76125,-1,116,5,6,11,1,2,3,6,8,14,142,119,261,6,0,0,0,10
CE2B9DB51268CB1BB75B,SD NEGERI 024 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401381,Negeri,SD,Pemerintah Daerah,-,1989-01-01,-,1910-01-01,Tidak ada,Bank Kaltim,Balikpapan,SDN 024 Balikpapan Utara,-,-,-,-,,,Dwi Maya Sari,Ika Ruswati,A,Kurikulum Merdeka,-,Jl. Padat Karya Rt.07 No.01,7 / 0,,MUARA RAPAK,76125,-1,116,1,10,11,2,2,4,3,12,15,142,133,275,6,1,1,0,10
F8D182411B39C298394A,SD NEGERI 026 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401392,Negeri,SD,Pemerintah Daerah,,1983-01-01,-,1910-01-01,Tidak ada,Bank kaltim,Balikpapan,sdn 026 balikpapan utara,-,-,-,-,,,Ida Bagus Dharma Surya,"Ida Bagus Dharma Surya, S.Pd",A,Kurikulum Merdeka,-,Jln. Giri Rejo Km 15 Rt.30 Kelurahan Karang Joang,30 / 0,,Karang Joang,76127,-1,116,2,6,8,2,4,6,4,10,14,92,73,165,6,1,1,0,6
55BDF8BD169DB6194EFD,SD NEGERI 027 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401405,Negeri,SD,Pemerintah Daerah,,1910-01-01,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN027BALIKPAPANUTARA...,-,-,-,-,,,Ngadirah,Suaibah,A,Kurikulum Merdeka,-,Jl.Batu Ratna No. 20 Rt. 15,15 / 0,,Karang Joang,76127,-1,116,6,22,28,1,3,4,7,25,32,312,331,643,9,3,0,0,21
ECFBC9F7141EDF69B210,SD NEGERI 028 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401404,Negeri,SD,Pemerintah Daerah,16-07-1983,1983-07-16,420/1517/disdikbud,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN028BALIKPAPANUTARA...,-,-,-,-,,,"SANDRA DEVI,M.Pd","AMIASIE, S.kom",A,Kurikulum Merdeka,-,Jl. Giri Mulyo  Km.14 Rt.24,24 / 0,,Karang Joang,76127,-1,116,2,6,8,0,3,3,2,9,11,91,87,178,6,1,0,0,6
CCDF4BEF0A29F763D6DC,SD NEGERI 025 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401379,Negeri,SD,Pemerintah Pusat,-,1983-06-01,-,1910-01-01,Tidak ada,Bank BPD Kaltim,Muara Rapak,SDN 025 Balikpapan Utara,-,-,-,-,,,Hamidansyah,"TOMMY EFFENDY, S.Pd.I",A,Kurikulum Merdeka,-,Jl. Tepo KM 10 RT 05,5 / 0,Karang Joang,KARANG JOANG,76127,-1,116,5,9,14,1,1,2,6,10,16,169,168,337,6,1,0,0,12
3AF90C39385269161FD3,SD NEGERI 029 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401401,Negeri,SD,Pemerintah Daerah,,1983-07-01,-,1910-01-01,Tidak ada,Bank Kaltim,Balikpapan,Sdn 029 Balikpapan utara,-,-,-,-,,,Andi Susanto,,B,Kurikulum Merdeka,-,Jl. Soekarno-hatta Km. 20 Rt. 40/89/a,40 / 0,,KARANG JOANG,76127,-1,116,4,11,15,1,2,3,5,13,18,160,165,325,8,1,0,0,12
1B103364C4DA83D142DA,SD NEGERI 030 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401400,Negeri,SD,Pemerintah Daerah,0,1995-07-01,-,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDN030BALIKPAPANUTARA...,-,-,-,-,,,"Nina Eka Musdarwati, S.pd",Ramlawati,A,Kurikulum Merdeka,-,Jl. Indrakila RT. 05 No. 01,5 / 0,,GUNUNG SAMARINDA BARU,76128,-1,116,5,20,25,0,3,3,5,23,28,288,289,577,11,1,0,0,20
156AF3181B911D235318,SD NEGERI 031 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401398,Negeri,SD,Pemerintah Daerah,,1910-01-01,-,1910-01-01,Tidak ada,BANK KALTIM,BALIKPAPAN,SDN 031 BALIKPAPAN UTARA,-,-,-,-,,,Wahyuning Tyas Rukhanasari,Miami Budiawati,A,Kurikulum Merdeka,-,Jl. A.W. Syahrani RT.02 NO. 53,2 / 0,,BATU AMPAR,76126,-1,116,2,14,16,1,2,3,3,16,19,165,154,319,7,0,0,0,12
9845ED3235069DD84D56,SD NEGERI 032 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401397,Negeri,SD,Pemerintah Daerah,188.45-332/2022,2022-06-08,188.45-332/2022,2022-06-08,Tidak ada,bankkaltim,cabang,SDN 032 BALIKPAPAN UTARA,-,-,-,-,,,Tukiyah,Arifuddin,A,Kurikulum Merdeka,-,Jl. MULAWARMAN RT 04 KM 08 TRANSAD,4 / 0,TRANSAD,Karang Joang,76127,-1,116,5,4,9,0,2,2,5,6,11,97,91,188,6,1,0,0,6
6D18CDA602B03201846E,SD NEGERI 033 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401396,Negeri,SD,Pemerintah Daerah,-,1910-01-01,420/3702/Disdikbud,2022-05-18,Tidak ada,BANKALTIM,cabang,SDN 033 BALIKPAPAN UTARA,-,-,-,-,,,Normina,Gabriella Paradytha Sulu,A,Kurikulum Merdeka,-,"Jl.Projakal Km 5,5 Komp.Graha Indah RT 06",6 / 0,,GRAHA INDAH,76129,-1,116,7,33,40,3,3,6,10,36,46,481,437,918,18,1,1,0,31
74EB138F36433D94A8CF,SD Islam Al Azhar 58,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,70015158,Swasta,SD,Yayasan,420/04/DPMPT/2021,2021-10-29,420/666/Disdikbud,2022-11-17,Tidak ada,,,,-,-,-,-,,,Abd. Shamad,Tira Mustikal Jannah,A,Kurikulum Merdeka,-,Perum.Bumi Nirwana City Jl.Boulevard Blok D No.38  RT.47,47 /,Graha Indah,GRAHA INDAH,76129,-1,116,0,11,11,1,1,2,1,12,13,89,63,152,6,1,1,0,6
2BB88DB065212480C427,SD ISLAM GLOBAL SCHOOL,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30407317,Swasta,SD,Yayasan,420/383/PD-VII/2010,1910-01-01,503/9108/SKO/Disdikbud,2023-08-25,Tidak ada,BRI,Balikpapan Baru,SDIT Islamic Global School,-,-,-,-,,,SUKERTI,Yuris Castilloa Pentandra,A,Kurikulum Merdeka,-,JL. RAMBAI NO.9 RT. 7,7 / 0,Gunung Samarinda Baru,GUNUNG SAMARINDA BARU,76125,-1,116,1,12,13,4,1,5,5,13,18,134,97,231,14,1,2,0,12
2D0D4CD35375B0E48C34,SD K HARAPAN BANGSA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30405696,Swasta,SD,Yayasan,517/104/PM,2008-06-25,503/4235/SKO/Disdikbud,2024-07-08,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG BALIKPAP...,SDKRISTENHARAPANBANGSABPP...,-,-,-,-,,,Hana Flowerens Sitorus,NOVITA PERMATA SARI TAMBUNAN,A,Kurikulum Merdeka,-,Jl.  Indrakila No. 99 G RT. 32,4 / 0,Kelurahan Gunung Samarinda Baru,GUNUNG SAMARINDA BARU,76125,-1,116,3,16,19,0,3,3,3,19,22,227,206,433,18,1,2,0,18
4EE34CC5F6A97652911E,SD KARTIKA V-3,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30401535,Swasta,SD,Yayasan,NOMOR 1/E.2/WIL.1/1970,1970-01-05,NOMOR 503 / 7260 / SKO /Disdikbud,2022-09-13,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG GUNUNG S...,SDKARTIKAV-3BALIKPAPAN...,-,-,-,-,,,Marti Haryati,Suprihartini,A,Kurikulum Merdeka,-,"Jl. Soekarno Hatta Km 3,5",21 / 0,"KM.3,5",Batu Ampar,76126,-1,116,2,18,20,1,3,4,3,21,24,246,221,467,10,1,0,0,17
F8C48DC98BFC2BF8EE77,SD NEGERI 034 BALIKPAPAN UTARA,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,70031754,Negeri,SD,Pemerintah Daerah,188.45-241/2022,2022-06-08,420/6345/Disdikbud,2022-07-28,Tidak ada,,,,-,-,-,-,,,Heldyana,Era Safitri,B,Kurikulum Merdeka,-,"Jl. Soekarno Hatta KM. 7,5 RT. 61",61 /,,GRAHA INDAH,76126,-1,116,3,18,21,0,4,4,3,22,25,275,273,548,12,0,0,0,17
EF15B5EFB7BD9670E9E8,SDI TUNAS BANGSA MADANI,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,70038102,Swasta,SD,Yayasan,421.2-001/DPMPTSP/2023,2023-01-13,503/1630/SKO/Disdikbud,2024-02-23,Tidak ada,,,,-,-,-,-,,,Dony Aswan,Nur Cahyono,A,Kurikulum Merdeka,-,JL.MT.Haryono Gg Tumaritis No.36 RT.42,42 /,,GRAHA INDAH,76114,-1,116,3,13,16,1,0,1,4,13,17,143,139,282,8,0,0,0,14
CD9C7AC366B06DF6547F,SDIT AL AULIYA 2,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,30405517,Swasta,SD,Yayasan,420/1286/Pend/V/2007,2007-05-30,-,1910-01-01,Tidak ada,BPD Kaltim,Balikpapan,SDIT AL AULIYA 2,-,-,-,-,,,Yuli Lutfiani,Azizah Putri Kharismawati,A,Kurikulum Merdeka,-,Jl. MT. Haryono No. 137 RT. 43,43 / 0,Graha Indah,GRAHA INDAH,76129,-1,116,4,32,36,1,2,3,5,34,39,360,347,707,26,1,1,0,26
7F53B81FE72FE5C48F63,SD MUHAMMADIYAH 2 BALIKPAPAN,Prov. Kalimantan Timur,Kota Balikpapan,Kec. Balikpapan Utara,70053547,Swasta,SD,Yayasan,421-3-007/DPMPTSP,2024-12-30,420/117/E/Disdikbud,2025-01-21,Tidak ada,,,,-,-,-,-,,,,Mua'llim Has,Tidak diisi,Tidak diisi,-,JL.A.W SYAHRANI GG ARGO WILIS,/,,Batu Ampar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
